MHandle     MName                                                         MTypeHnd    MTypeName
0x105a07    0336-HUNTVALLEY-mpls-rtr1.lmig.com_Gen Bridge App             0x4a0000    Gen_Bridge_App  
0x105967    0856-SouthHills-MPLS-rtr1.lmig.com_Gen Bridge App             0x4a0000    Gen_Bridge_App  
0x10589d    0055-CORE-B.lmig.com_Gen Bridge App                           0x4a0000    Gen_Bridge_App  
0x1057d1    0055-core-a-loopback.lmig.com_Gen Bridge App                  0x4a0000    Gen_Bridge_App  
0x1055f2    0055-WAN-Choke-rtr1.lmig.com_Gen Bridge App                   0x4a0000    Gen_Bridge_App  
0x1042dd    0007-loveland-mpls-rtr2_Gen Bridge App                        0x4a0000    Gen_Bridge_App  
0x103bf3    0969-Indianapolis-mpls-rtr1.lmig.com_Gen Bridge App           0x4a0000    Gen_Bridge_App  
0x1032c8    0645-ELKO-mpls-rtr1.lmig.com_Gen Bridge App                   0x4a0000    Gen_Bridge_App  
0x10314a    0621-SCOTTSDALE-mpls-rtr1.lmig.com_Gen Bridge App             0x4a0000    Gen_Bridge_App  
0x1030bc    0948-THEWOODLANDS-mpls-rtr1.lmig.com_Gen Bridge App           0x4a0000    Gen_Bridge_App  
0x102d37    0567-LAKELAND-mpls-rtr1.lmig.com_Gen Bridge App               0x4a0000    Gen_Bridge_App  
0x102b04    0190-EAGAN-mpls-rtr1.lmig.com_Gen Bridge App                  0x4a0000    Gen_Bridge_App  
0x102952    0351-WASHINGTON-mpls-rtr1.lmig.com_Gen Bridge App             0x4a0000    Gen_Bridge_App  
0x10278a    0147-WESTLEBANON-mpls-rtr1.lmig.com_Gen Bridge App            0x4a0000    Gen_Bridge_App  
0x102625    0117-NORTHANDOVER-mpls-rtr1.lmig.com_Gen Bridge App           0x4a0000    Gen_Bridge_App  
0x1129a0    eHealth Ports Server                                          0x3dc0000   EventAdmin      
0x1055c9    ehealth kc server                                             0x3dc0000   EventAdmin      
0x10553e    Introscope Admin Model                                        0x3dc0000   EventAdmin      
0x1052b9    eHealth Voice Ports                                           0x3dc0000   EventAdmin      
0x105161    eHealth Voice KC                                              0x3dc0000   EventAdmin      
0x103d45    IBM Director                                                  0x3dc0000   EventAdmin      
0x103fb1    EntVpnManager                                                 0x5180000   EntVpnManager   
0x10972c    IntroscopeWSManager                                           0x5410000   IntroscopeWSManager 
0x112c52    tibco_notifier_phone                                          0xd70000    SANMApp         
