MHandle     MName                                                         MTypeHnd    MTypeName
0x12f0c5    0055-lexnet-fw-02.lmig.com                                    0x10290     Pingable        
0x1107bc    014a-syracuse-mpls-rtr1.lmig.com                              0x21000c    Rtr_Cisco       
0x103c3c    lm-dc-03.lm.lmig.com                                          0x1160069   Host_Compaq     
0x1073bc    10.1.0.130                                                    0x10290     Pingable        
0x103cb3    r-cs-0048-01.lm.lmig.com                                      0x1160089   Host_Device     
0x12fdb3    0692-honolulu-mpls-rtr1.lmig.com                              0x21000c    Rtr_Cisco       
0x103c33    lm-dc-02.lm.lmig.com                                          0x1160069   Host_Compaq     
0x103aaa    SIM                                                           0x1160089   Host_Device     
0x105baa    0055-MPLS-V-RTR2.lmig.com                                     0x21000c    Rtr_Cisco       
0x103c2a    lm-dc-01.lm.lmig.com                                          0x1160069   Host_Compaq     
0x1065a1    0878-WESTERVILLE-mpls-rtr1.lmig.com                           0x21000c    Rtr_Cisco       
0x103d21    r-cs-0133-r.lm.lmig.com                                       0x3d0002    GnSNMPDev       
0x1074a1    msp052vio2.lmig.com                                           0x10290     Pingable        
0x12f498    pc25pdc.lmig.com                                              0x1160089   Host_Device     
0x12f418    yeager.kc.lmig.com                                            0x1160089   Host_Device     
0x10a418    crater.lmig.com                                               0x1160089   Host_Device     
0x12f20f    vm-hsspwfe-t22p.lmig.com                                      0x1160089   Host_Device     
0x12de8f    0055-finjan-37                                                0x1160089   Host_Device     
0x11170f    POC-SMSPRI-01                                                 0x1160089   Host_Device     
0x111706    10.94.20.23                                                   0x1160089   Host_Device     
0x12fb06    0069-medford-mpls-rtr1.lmig.com                               0x21000c    Rtr_Cisco       
0x107486    10.21.1.130                                                   0x10290     Pingable        
0x12fefd    0442-stlouis-mpls-rtr1.lmig.com                               0x21000c    Rtr_Cisco       
0x10affd    172.25.7.226                                                  0x22e0021   HubBaySt450     
0x1116fd    0055-ets32pr-fwlab.lmig.com                                   0x3d0002    GnSNMPDev       
0x1116f4    10.94.20.104                                                  0x10290     Pingable        
0x107474    10.20.1.66                                                    0x10290     Pingable        
0x130374    x1f1pdc                                                       0x1160088   Host_systemEDGE 
0x1116eb    10.94.20.20                                                   0x10290     Pingable        
0x10746b    10.12.21.1                                                    0x10290     Pingable        
0x10416b    0055                                                          0x10290     Pingable        
0x1101e2    hds-17865.lmig.com                                            0x3d0002    GnSNMPDev       
0x106762    Portsmouth-CNA                                                0x3d0002    GnSNMPDev       
0x112ee2    0600-sanramon-wae-01.lmig.com                                 0x2100cb    GnCiscoDev      
0x105159    VM-EHVOICE-T2                                                 0x1160089   Host_Device     
0x103cd9    r-cs-0120-01.lm.lmig.com                                      0x1160089   Host_Device     
0x1116d9    lm-qa-logr-0055-01.lmig.com                                   0x10290     Pingable        
0x12e7d0    0055-INET-ATT.lmig.com                                        0x21000c    Rtr_Cisco       
0x1116d0    0055-blox-lab.lmig.com                                        0x10290     Pingable        
0x107450    10.11.11.4                                                    0x10290     Pingable        
0x1068c7    PMC-INT-085A                                                  0x1160089   Host_Device     
0x1051c7    085a-ssw-s8720-s                                              0x3d0002    GnSNMPDev       
0x1116c7    lab-fw.lmig.com                                               0x10290     Pingable        
0x1116be    0055-4506-lab-02.lmig.com                                     0x11c001c   SwCat45xx       
0x1042be    0007-loveland-mpls-rtr2                                       0x21000c    Rtr_Cisco       
0x10743e    10.11.1.1                                                     0x10290     Pingable        
0x12f135    0055-proxy-bigip2-admin.lmig.com                              0x3b7000e   F5BigIPDev      
0x12fc35    0602-orange-mpls-rtr1.lmig.com                                0x21000c    Rtr_Cisco       
0x1307b5    appa24kdc                                                     0x3d0002    GnSNMPDev       
0x1064ac    0172-RAYNHAM-mpls-rtr1.lmig.com                               0x21000c    Rtr_Cisco       
0x103eac    0055-blox-int-grid.lmig.com                                   0x3d0002    GnSNMPDev       
0x1074ac    p4e3pdc.lmig.com                                              0x10290     Pingable        
0x12e223    ec-test2-sw1.lmig.com                                         0x11c0013   SwCat6xxx       
0x1081a3    0694-cna-mgmt.lmig.com                                        0x3d0002    GnSNMPDev       
0x1040a3    0585_Jackson_MS                                               0x3d0002    GnSNMPDev       
0x12f41a    s015kdc.lmig.com                                              0x1160089   Host_Device     
0x12f11a    0055-proxy-bigip1-admin.lmig.com                              0x3b7000e   F5BigIPDev      
0x109a9a    085a-distribution-a-sw.lmig.com                               0x11c0013   SwCat6xxx       
0x106711    0055-sse-s8720-s                                              0x3d0002    GnSNMPDev       
0x103d11    r-cs-0066-01-r.lmig.com                                       0x3d0002    GnSNMPDev       
0x112811    dsc-sso-sw-02.lmig.com                                        0x11c000f   HubCat29xx      
0x12e708    0055-test-fw-02                                               0x49b0000   NSFirewallVPN   
0x111708    edsel.lmig.com                                                0x1160089   Host_Device     
0x103b08    tsoa.lmig.com                                                 0x3d0002    GnSNMPDev       
0x12f1ff    vm-hsspwfe-t20p.lmig.com                                      0x1160089   Host_Device     
0x1116ff    scrabblev1.lmig.com                                           0x1160089   Host_Device     
0x103cff    r-cs-0138-01.lm.lmig.com                                      0x1160089   Host_Device     
0x12f4f6    frazer.lmig.com                                               0x1160089   Host_Device     
0x110976    PSMRDCEI02                                                    0x1160089   Host_Device     
0x112d76    10.250.12.222                                                 0x10290     Pingable        
0x12f76d    0013-troy-mpls-rtr1.lmig.com                                  0x21000c    Rtr_Cisco       
0x12f66d    0227-oswego-mpls-rtr1.lmig.com                                0x21000c    Rtr_Cisco       
0x1116ed    10.94.20.41                                                   0x10290     Pingable        
0x110964    DSMRDCEI30                                                    0x1160089   Host_Device     
0x1081e4    LMT-3650CL-02                                                 0x1160089   Host_Device     
0x12fce4    0618-newhall-mpls-rtr1.lmig.com                               0x21000c    Rtr_Cisco       
0x108fdb    0878-2950-sw1.lmig.com                                        0x11c000f   HubCat29xx      
0x1116db    10.94.16.126                                                  0x10290     Pingable        
0x10a3db    msp070vio1.lmig.com                                           0x10290     Pingable        
0x12f6d2    019d-oklahomacity-mpls-rtr1-lo10.lmig.com                     0x21000c    Rtr_Cisco       
0x12e7d2    INET_INTERNAP.lmig.com                                        0x21000c    Rtr_Cisco       
0x111f52    0055-tp-codec-01.lmig.com                                     0x3d0002    GnSNMPDev       
0x1300c9    0190-eagan-mpls-rtr1                                          0x21000c    Rtr_Cisco       
0x106649    030C-SantiagoChile-lihi-rtr1.lmig.com                         0x21000c    Rtr_Cisco       
0x105a49    0179-Westborough-mpls-rtr1.lmig.com                           0x21000c    Rtr_Cisco       
0x1116c0    ts-lab-cage01.lmig.com                                        0x21000c    Rtr_Cisco       
0x112ec0    0276-tallahassee-wae-01.lmig.com                              0x2100cb    GnCiscoDev      
0x12f0c0    0055-prod-fw-02                                               0x10290     Pingable        
0x1074c0    10.1.253.2                                                    0x10290     Pingable        
0x107440    10.11.3.1                                                     0x10290     Pingable        
0x1073c0    10.1.124.124                                                  0x10290     Pingable        
0x10b5c9    lm-dc-05.lm.lmig.com                                          0x1160069   Host_Compaq     
0x1116c9    s8700-b.lmig.com                                              0x10290     Pingable        
0x107449    10.11.10.1                                                    0x10290     Pingable        
0x1073c9    10.2.0.52                                                     0x10290     Pingable        
0x12e7c9    0055-VPN-Choke-A.lmig.com                                     0x2100b2    SwCiscoIOS      
0x110452    0055-ec-prod-bigip1-admin.lmig.com                            0x3d0002    GnSNMPDev       
0x103dd2    0055-blox-int-ns1.lmig.com                                    0x3d0002    GnSNMPDev       
0x1116d2    0055-lab-bigip2.lmig.com                                      0x10290     Pingable        
0x107452    10.11.11.6                                                    0x10290     Pingable        
0x1072d2    msp070vio2.lmig.com                                           0x10290     Pingable        
0x105cd2    KC-INET-ATT                                                   0x10290     Pingable        
0x10745b    10.11.15.3                                                    0x10290     Pingable        
0x1116e4    liblab-e8283d7f.mis.lmig.com                                  0x10290     Pingable        
0x107464    10.12.14.1                                                    0x10290     Pingable        
0x106464    arethusa                                                      0x10290     Pingable        
0x10c1e4    172.31.62.2                                                   0x2100b2    SwCiscoIOS      
0x10b6e4    10.7.20.197                                                   0x2100b2    SwCiscoIOS      
0x10746d    10.12.23.1                                                    0x10290     Pingable        
0x10e16d    172.31.30.2                                                   0x2100b2    SwCiscoIOS      
0x1116f6    10.94.20.108                                                  0x10290     Pingable        
0x107476    10.20.1.74                                                    0x10290     Pingable        
0x10ccf6    172.16.128.28                                                 0x2100b2    SwCiscoIOS      
0x10637f    0124-FARMINGTON-mpls-rtr1.lmig.com                            0x21000c    Rtr_Cisco       
0x10907f    test                                                          0x3d0002    GnSNMPDev       
0x10817f    0367-cna-mgmt.lmig.com                                        0x3d0002    GnSNMPDev       
0x12f3ff    lm-tftp-0190.lmig.com                                         0x10290     Pingable        
0x10747f    10.21.1.102                                                   0x10290     Pingable        
0x10ccff    172.16.118.31                                                 0x2100b2    SwCiscoIOS      
0x107488    10.21.1.138                                                   0x10290     Pingable        
0x10cd08    172.16.118.16                                                 0x2100b2    SwCiscoIOS      
0x10749a    specdev                                                       0x1160088   Host_systemEDGE 
0x1074a3    msp052drvio4.lmig.com                                         0x10290     Pingable        
0x1073ac    10.1.0.33                                                     0x10290     Pingable        
0x106735    0055-ssw-s8720-s                                              0x3d0002    GnSNMPDev       
0x1073b5    10.1.0.93                                                     0x10290     Pingable        
0x1073be    10.1.0.151                                                    0x10290     Pingable        
0x107447    10.11.9.2                                                     0x10290     Pingable        
0x1073c7    10.2.0.42                                                     0x10290     Pingable        
0x105cd0    KC-INET-SPRINT                                                0x10290     Pingable        
0x107459    10.11.15.1                                                    0x10290     Pingable        
0x10aff9    172.25.7.227                                                  0x22e0021   HubBaySt450     
0x104079    085A-sse-s8720-s                                              0x3d0002    GnSNMPDev       
0x1308f0    vm-pmctir1-d02k                                               0x3d0002    GnSNMPDev       
0x1116f0    10.94.20.67                                                   0x10290     Pingable        
0x10c1f0    172.31.94.231                                                 0x2100b2    SwCiscoIOS      
0x1116e7    liblab-7a909855.mis.lmig.com                                  0x10290     Pingable        
0x107467    10.12.17.1                                                    0x10290     Pingable        
0x104167    085a-pmc                                                      0x10290     Pingable        
0x10745e    10.11.16.2                                                    0x10290     Pingable        
0x10b6de    10.7.20.5                                                     0xaf0004    ForeRunner      
0x10c1e7    172.31.62.5                                                   0x2100b2    SwCiscoIOS      
0x106355    0055-VPN-LM-RTR1                                              0x21000c    Rtr_Cisco       
0x108fd5    0878-mgp.lmig.com                                             0x3d0002    GnSNMPDev       
0x1116d5    0055-pxeclient.lmig.com                                       0x10290     Pingable        
0x1116cc    wassaniif05-b1.lmig.com                                       0x10290     Pingable        
0x10744c    10.11.10.4                                                    0x10290     Pingable        
0x1073cc    10.2.0.62                                                     0x10290     Pingable        
0x107443    10.11.6.1                                                     0x10290     Pingable        
0x1073c3    10.2.0.21                                                     0x10290     Pingable        
0x1055cc    0055-WAN-Choke-rtr1.lmig.com                                  0x2100b2    SwCiscoIOS      
0x107455    10.11.13.3                                                    0x10290     Pingable        
0x12e7d5    0055-EC-Gwy-02.lmig.com                                       0x2100b2    SwCiscoIOS      
0x1116f9    10.94.20.131                                                  0x10290     Pingable        
0x103cb1    i-dir-0055-01-r.lmig.com                                      0x3d0002    GnSNMPDev       
0x1074b1    p3dbpdc.lmig.com                                              0x10290     Pingable        
0x1073b1    10.1.0.70                                                     0x10290     Pingable        
0x103da8    0055-blox-int-pmns1.lmig.com                                  0x3d0002    GnSNMPDev       
0x1074a8    p2depdc.lmig.com                                              0x10290     Pingable        
0x1073a8    10.1.0.5                                                      0x10290     Pingable        
0x10599f    0336-HUNTVALLEY-mpls-rtr1.lmig.com                            0x21000c    Rtr_Cisco       
0x103c9f    r-cs-0327-01.lm.lmig.com                                      0x1160069   Host_Compaq     
0x12f31f    r-cs-0190-01.lm.lmig.com                                      0x11600b8   Host_IBMDirector 
0x11251f    085a-idc-rtr1.lmig.com                                        0x3d0002    GnSNMPDev       
0x10671f    0055-ssw-s8720-s                                              0x3d0002    GnSNMPDev       
0x103d1f    r-cs-0126-01-r.lmig.com                                       0x3d0002    GnSNMPDev       
0x10748d    10.21.1.158                                                   0x10290     Pingable        
0x10cd0d    172.16.118.29                                                 0x2100b2    SwCiscoIOS      
0x107479    10.20.1.86                                                    0x10290     Pingable        
0x112f04    0055-dms-waas-01.lmig.com                                     0x2100cb    GnCiscoDev      
0x107484    10.21.1.122                                                   0x10290     Pingable        
0x10cd04    172.16.118.8                                                  0x2100b2    SwCiscoIOS      
0x103dfb    0055-blox-int-ns2.lmig.com                                    0x3d0002    GnSNMPDev       
0x112e7b    0969-indianapolis-wae-01.lmig.com                             0x2100cb    GnCiscoDev      
0x1116fb    10.94.20.135                                                  0x10290     Pingable        
0x10c1f2    172.31.94.229                                                 0x2100b2    SwCiscoIOS      
0x10747b    10.20.1.170                                                   0x10290     Pingable        
0x10667b    PrivateASN_65535                                              0x1048f     Provider_Cloud  
0x10ccfb    172.16.118.12                                                 0x2100b2    SwCiscoIOS      
0x106679    PrivateASN_65534                                              0x1048f     Provider_Cloud  
0x10ccf9    172.16.128.27                                                 0x2100b2    SwCiscoIOS      
0x1116e2    liblab-8bf448a0.mis.lmig.com                                  0x10290     Pingable        
0x107462    10.12.12.2                                                    0x10290     Pingable        
0x10c1e2    172.31.62.3                                                   0x2100b2    SwCiscoIOS      
0x105cd7    016C-core-sw1.lmig.com                                        0x2100b2    SwCiscoIOS      
0x12fa37    0068-eugene-mpls-rtr1.lmig.com                                0x21000c    Rtr_Cisco       
0x112637    0260-newyork-mpls-rtr1.lmig.com                               0x21000c    Rtr_Cisco       
0x1081ce    liebert-ups-2nc-monitor1.lmig.com                             0x3d0002    GnSNMPDev       
0x1116ce    s8720-b.lmig.com                                              0x10290     Pingable        
0x10744e    10.11.11.2                                                    0x10290     Pingable        
0x107445    10.11.8.1                                                     0x10290     Pingable        
0x1073c5    10.2.0.24                                                     0x10290     Pingable        
0x12e225    0055-ec-test-int-bigip1.libertyec.com                         0x3b70005   BigIPLoadBlncr  
0x12f41c    s01akdc.lmig.com                                              0x1160089   Host_Device     
0x12fb9c    0093-coeurdalene-mpls-rtr1.lmig.com                           0x21000c    Rtr_Cisco       
0x1064dc    0388-NORTHWALES-mpls-rtr1.lmig.com                            0x21000c    Rtr_Cisco       
0x1074b3    p3depdc.lmig.com                                              0x10290     Pingable        
0x1073b3    10.1.0.83                                                     0x10290     Pingable        
0x12f293    085a-finjan-13.lmig.com                                       0x1160089   Host_Device     
0x12f2aa    0055-lin-nonprod-moss-bigip1.lmig.com                         0x3d0002    GnSNMPDev       
0x10672a    0055-sse-s8720-s                                              0x3d0002    GnSNMPDev       
0x1074aa    p4e1pdc.lmig.com                                              0x10290     Pingable        
0x12e221    ec-test2                                                      0x2100b2    SwCiscoIOS      
0x12f0c1    0055-prod-fw-01.lmig.com                                      0x10290     Pingable        
0x1090c1    ip phone                                                      0x10290     Pingable        
0x12ff98    0807-poughkeepsie-mpls-rtr1.lmig.com                          0x21000c    Rtr_Cisco       
0x130398    x311pdc                                                       0x1160088   Host_systemEDGE 
0x1074c1    10.12.25.1                                                    0x10290     Pingable        
0x103d0f    r-cs-0048-01-r.lmig.com                                       0x3d0002    GnSNMPDev       
0x10748f    10.28.1.1                                                     0x10290     Pingable        
0x112eaf    0500-atlanta-wae-01.lmig.com                                  0x2100cb    GnCiscoDev      
0x10cd06    172.16.118.15                                                 0x2100b2    SwCiscoIOS      
0x12e226    EC-PROD1.lmig.com                                             0x2100b2    SwCiscoIOS      
0x1074af    p4e6pdc.lmig.com                                              0x10290     Pingable        
0x10747d    10.21.1.94                                                    0x10290     Pingable        
0x10ccfd    172.16.118.14                                                 0x2100b2    SwCiscoIOS      
0x10587d    0055-CORE-B.lmig.com                                          0x2100b2    SwCiscoIOS      
0x10ccf4    172.16.128.17                                                 0x2100b2    SwCiscoIOS      
0x1073af    10.1.0.53                                                     0x10290     Pingable        
0x1072af    pmc-dam-085a.lmig.com                                         0x10290     Pingable        
0x12e66b    ec-choke-b.lmig.com                                           0x2100b2    SwCiscoIOS      
0x10c1eb    172.31.62.8                                                   0x2100b2    SwCiscoIOS      
0x1081eb    0055-nonprod-b-lo0.lmig.com                                   0x2100b2    SwCiscoIOS      
0x10b6e2    10.7.20.195                                                   0x2100b2    SwCiscoIOS      
0x10cd02    172.16.118.11                                                 0x2100b2    SwCiscoIOS      
0x10cd0b    172.16.118.30                                                 0x2100b2    SwCiscoIOS      
0x10bfaf    172.25.123.12                                                 0x2100b2    SwCiscoIOS      
0x107441    10.11.4.1                                                     0x10290     Pingable        
0x1073c1    10.1.254.2                                                    0x10290     Pingable        
0x1073aa    10.1.0.20                                                     0x10290     Pingable        
0x10748a    10.21.1.146                                                   0x10290     Pingable        
0x10cd0a    172.16.118.17                                                 0x2100b2    SwCiscoIOS      
0x1040b7    0055-GB                                                       0x3d0002    GnSNMPDev       
0x1073b7    10.1.0.97                                                     0x10290     Pingable        
0x103cf7    r-cs-0133-01.lm.lmig.com                                      0x1160089   Host_Device     
0x1073ce    10.2.1.4                                                      0x10290     Pingable        
0x1127ce    ATT WorldNet                                                  0x1048f     Provider_Cloud  
0x12e7ce    0055-VPN-Choke-B                                              0x2100b2    SwCiscoIOS      
0x110725    0679-beaverton-mpls-rtr1.lmig.com                             0x21000c    Rtr_Cisco       
0x1062a5    0055-lexnet-rtr4.lmig.com                                     0x21000c    Rtr_Cisco       
0x103d25    r-cs-0141-r.lm.lmig.com                                       0x3d0002    GnSNMPDev       
0x1116dc    scrabblev2.lmig.com                                           0x10290     Pingable        
0x1087dc    t6dekdc.lmig.com                                              0x10290     Pingable        
0x10795c    74-92-12-241-NewEngland.hfc.comcastbusiness.net               0x10290     Pingable        
0x12fe93    0843-florence-mpls-rtr1.lmig.com                              0x21000c    Rtr_Cisco       
0x109413    0544-brentwood-mpls-rtr1.lmig.com                             0x21000c    Rtr_Cisco       
0x107193    wincs-0131-01.lm.lmig.com                                     0x1160069   Host_Compaq     
0x1116ca    s8700-virtual.lmig.com                                        0x10290     Pingable        
0x10874a    eccatl1-s.lmig.com                                            0x10290     Pingable        
0x10744a    10.11.10.2                                                    0x10290     Pingable        
0x1073ca    10.2.0.53                                                     0x10290     Pingable        
0x103d13    r-cs-0100-01-r.lmig.com                                       0x3d0002    GnSNMPDev       
0x1102d3    r-cs-0956-01.lm.lmig.com                                      0x11600b8   Host_IBMDirector 
0x1116d3    10.94.16.67                                                   0x10290     Pingable        
0x107453    10.11.13.1                                                    0x10290     Pingable        
0x12e7d3    0055-Inet-Gwy-rtr1.lmig.com                                   0x2100b2    SwCiscoIOS      
0x10745c    10.11.15.4                                                    0x10290     Pingable        
0x1072dc    msp070drvio3.lmig.com                                         0x10290     Pingable        
0x1074a5    p2dbpdc.lmig.com                                              0x10290     Pingable        
0x1060e5    016C-4507R-1A-SW2                                             0x11c001c   SwCat45xx       
0x1116e5    10.94.18.57                                                   0x10290     Pingable        
0x107465    10.12.15.1                                                    0x10290     Pingable        
0x104165    0055ccc                                                       0x10290     Pingable        
0x10c1e5    172.31.62.6                                                   0x2100b2    SwCiscoIOS      
0x10b6e5    10.7.20.193                                                   0x2100b2    SwCiscoIOS      
0x10bfae    053s-portland-mpls-rtr1                                       0x21000c    Rtr_Cisco       
0x103bae    lmt-dc-03.lmt.lmig.com                                        0x1160069   Host_Compaq     
0x1074ae    p4e5pdc.lmig.com                                              0x10290     Pingable        
0x1073ae    10.1.0.50                                                     0x10290     Pingable        
0x1072ae    pmc-sto-085a.lmig.com                                         0x10290     Pingable        
0x10406e    0055-CCC                                                      0x3d0002    GnSNMPDev       
0x1116ee    10.94.20.60                                                   0x10290     Pingable        
0x10746e    10.12.23.2                                                    0x10290     Pingable        
0x10c1ee    172.31.94.226                                                 0x2100b2    SwCiscoIOS      
0x105a77    0055-MPLS-A-RTR1                                              0x21000c    Rtr_Cisco       
0x1116f7    10.94.20.124                                                  0x10290     Pingable        
0x107477    10.20.1.78                                                    0x10290     Pingable        
0x106677    ATT WorldNet                                                  0x1048f     Provider_Cloud  
0x10ccf7    172.16.128.29                                                 0x2100b2    SwCiscoIOS      
